Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Monitoring location,MONITOR 1,MONITOR 2,Watershed,Unnamed: 25
WW059,9/4/2020,13:00:00,Composite,Water,,Secchi Depth - 00069,1.5,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/4/2020,13:00:00,Grab,Water,0.1,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/4/2020,13:00:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/4/2020,13:00:00,Grab,Water,5.5,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,Alkalinity - 00410,35.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",23.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.1,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,5.5,Dissolved Oxygen - 00300,0.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,0.5,Enterococci - 31639,2.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.016,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,5.5,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.027,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,5.5,"Nitrogen, Ammonia Dissolved as N - 00608",2.363,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.444,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,5.5,"Nitrogen, Total (unfiltered) - 00600",2.869,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,pH - 00400,8.2,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,5.5,pH - 00400,6.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,5.5,"Phosphorus, Dissolved - 00666",2.0,ug/l,U,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",43.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,5.5,"Phosphorus, Total - 00665",12.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Composite,Water,,Secchi Depth - 00069,1.6,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,0.1,Temperature - 00011,23.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,1.0,Temperature - 00011,24.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/11/2020,12:00:00,Grab,Water,5.5,Temperature - 00011,19.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/18/2020,12:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",28.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/18/2020,12:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/18/2020,12:30:00,Grab,Water,1.0,Dissolved Oxygen - 00300,6.4,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/18/2020,12:30:00,Grab,Water,5.5,Dissolved Oxygen - 00300,0.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/18/2020,12:30:00,Composite,Water,,Secchi Depth - 00069,0.98,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/18/2020,12:30:00,Grab,Water,0.1,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/18/2020,12:30:00,Grab,Water,1.0,Temperature - 00011,21.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/18/2020,12:30:00,Grab,Water,5.5,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/25/2020,12:15:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",22.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/25/2020,12:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/25/2020,12:15:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/25/2020,12:15:00,Grab,Water,5.5,Dissolved Oxygen - 00300,2.3,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/25/2020,12:15:00,Composite,Water,,Secchi Depth - 00069,0.96,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/25/2020,12:15:00,Grab,Water,0.1,Temperature - 00011,18.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/25/2020,12:15:00,Grab,Water,1.0,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,9/25/2020,12:15:00,Grab,Water,5.5,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/2/2020,13:15:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",90.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/2/2020,13:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/2/2020,13:15:00,Grab,Water,1.0,Dissolved Oxygen - 00300,7.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/2/2020,13:15:00,Grab,Water,5.5,Dissolved Oxygen - 00300,0.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/2/2020,13:15:00,Composite,Water,,Secchi Depth - 00069,0.98,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/2/2020,13:15:00,Grab,Water,0.1,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/2/2020,13:15:00,Grab,Water,1.0,Temperature - 00011,20.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/2/2020,13:15:00,Grab,Water,5.5,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/10/2020,12:45:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",50.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/10/2020,12:45:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/10/2020,12:45:00,Grab,Water,1.0,Dissolved Oxygen - 00300,5.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/10/2020,12:45:00,Grab,Water,5.5,Dissolved Oxygen - 00300,6.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/10/2020,12:45:00,Composite,Water,,Secchi Depth - 00069,0.84,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/10/2020,12:45:00,Grab,Water,0.1,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/10/2020,12:45:00,Grab,Water,1.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/10/2020,12:45:00,Grab,Water,5.5,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/16/2020,12:15:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",53.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/16/2020,12:15:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.1,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/16/2020,12:15:00,Grab,Water,1.0,Dissolved Oxygen - 00300,6.7,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/16/2020,12:15:00,Grab,Water,5.5,Dissolved Oxygen - 00300,4.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/16/2020,12:15:00,Composite,Water,,Secchi Depth - 00069,1.0,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/16/2020,12:15:00,Grab,Water,0.1,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/16/2020,12:15:00,Grab,Water,1.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/16/2020,12:15:00,Grab,Water,5.5,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,Alkalinity - 00410,38.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,Chloride - 00940,53.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,Chloride - 00940,53.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",51.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.1,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,Dissolved Oxygen - 00300,8.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,Dissolved Oxygen - 00300,4.1,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,0.5,Enterococci - 31639,1.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.1,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,"Nitrate + Nitrite, Dissolved - 00631",0.098,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.12,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.279,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.727,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,"Nitrogen, Total (unfiltered) - 00600",0.844,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,pH - 00400,7.2,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,pH - 00400,7.0,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",6.0,ug/l,,2.5,ug/l,2.5,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,"Phosphorus, Dissolved - 00666",4.0,ug/l,,2.5,ug/l,2.5,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,"Phosphorus, Total - 00665",28.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,"Phosphorus, Total - 00665",33.0,ug/l,,3.0,ug/l,3.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Composite,Water,,Secchi Depth - 00069,1.07,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,0.1,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,1.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW059,10/22/2020,13:00:00,Grab,Water,5.5,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Narragansett Bay,,Ed Pacheco,
WW145,5/25/2020,13:30:00,Grab,Water,1.0,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",3.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,5/25/2020,13:30:00,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.0,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,5/25/2020,13:30:00,Composite,Water,,Secchi Depth - 00069,3.45,m,,0.1,m,0.1,m,,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,5/25/2020,13:30:00,Grab,Water,0.1,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,5/25/2020,13:30:00,Grab,Water,1.0,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,5/25/2020,13:30:00,Grab,Water,6.7,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,1.0,Alkalinity - 00410,8.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,1.0,Chloride - 00940,28.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,6.7,Chloride - 00940,29.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,0.5,Enterococci - 31639,2.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,1.0,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,6.7,"Nitrate + Nitrite, Dissolved - 00631",0.036,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,1.0,"Nitrogen, Ammonia Dissolved as N - 00608",0.087,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,6.7,"Nitrogen, Ammonia Dissolved as N - 00608",0.056,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,1.0,"Nitrogen, Total (unfiltered) - 00600",0.396,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,6.7,"Nitrogen, Total (unfiltered) - 00600",0.426,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,1.0,pH - 00400,6.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,6.7,pH - 00400,6.4,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,1.0,"Phosphorus, Dissolved - 00666",8.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
WW145,6/12/2020,,Grab,Water,6.7,"Phosphorus, Dissolved - 00666",15.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Stafford Pond,Lower Taunton River,TA,Ed Adamowski,
