Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Sediment Particle Size,Particle Size Unit,Fish Sample Type,Fish Taxa,Comments,Location,MONITOR 1,MONITOR 2,Watershed,Watershed Code
WW055,8/24/2019,3:00:00 PM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",5.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,8/24/2019,3:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.0,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,8/24/2019,3:00:00 PM,Composite,Water,,Secchi Depth - 00069,1.5,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,8/24/2019,3:00:00 PM,Grab,Water,0.1,Temperature - 00011,25.3,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,8/24/2019,3:00:00 PM,Grab,Water,1,Temperature - 00011,25.6,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,State of tide =  Not tidal,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,9/15/2019,3:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.95,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,9/15/2019,3:00:00 PM,Composite,Water,,Secchi Depth - 00069,1.3,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,9/15/2019,3:00:00 PM,Grab,Water,0.1,Temperature - 00011,21.6,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,9/15/2019,3:00:00 PM,Grab,Water,1,Temperature - 00011,21.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Paul McAllister,,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,Alkalinity - 00410,26.6,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.7,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,0.5,Enterococci - 31639,0.1,MPN/100,U,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.36,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,pH - 00400,8.32,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,"Phosphorus, Dissolved - 00666",8.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,"Phosphorus, Total - 00665",7.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Composite,Water,,Secchi Depth - 00069,1.73,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,0.1,Temperature - 00011,21.2,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,9/21/2019,10:07:00 AM,Grab,Water,1,Temperature - 00011,20.8,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/6/2019,1:14:00 PM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/6/2019,1:14:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",2.8,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/6/2019,1:14:00 PM,Composite,Water,,Secchi Depth - 00069,1.49,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/6/2019,1:14:00 PM,Grab,Water,0.1,Temperature - 00011,18.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/6/2019,1:14:00 PM,Grab,Water,1,Temperature - 00011,18.1,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,Alkalinity - 00410,21.5,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,Chloride - 00940,144.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.7,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",3.2,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,0.5,Enterococci - 31639,30.6,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.11,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.065,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.505,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,pH - 00400,7.8,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,"Phosphorus, Dissolved - 00666",6.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,"Phosphorus, Total - 00665",16.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Composite,Water,,Secchi Depth - 00069,1.55,m,,0.1,m,0.1,m,,,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,0.1,Temperature - 00011,13.7,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW055,10/19/2019,8:50:00 AM,Grab,Water,1,Temperature - 00011,13.6,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Tiogue Lake,Bill Kowal,Diane Kowal,Pawtuxet River,PA
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,Alkalinity - 00410,27.7,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,Chloride - 00940,71.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,Chloride - 00940,63.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",40.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,6.0,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,Dissolved Oxygen - 00300,4.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,0.5,Enterococci - 31639,0.1,MPN/100,U,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.42,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,"Nitrate + Nitrite, Dissolved - 00631",0.425,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.08,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.955,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,"Nitrogen, Total (unfiltered) - 00600",0.955,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,pH - 00400,7.1,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,pH - 00400,7.0,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,"Phosphorus, Dissolved - 00666",5.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,"Phosphorus, Dissolved - 00666",4.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,"Phosphorus, Total - 00665",36.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,"Phosphorus, Total - 00665",39.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Composite,Water,,Secchi Depth - 00069,1.02,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,0.1,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,1,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/9/2019,9:30:00 AM,Grab,Water,5.5,Temperature - 00011,15.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/17/2019,9:00:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",42.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/17/2019,9:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/17/2019,9:00:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,8.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/17/2019,9:00:00 AM,Grab,Water,5.5,Dissolved Oxygen - 00300,5.9,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/17/2019,9:00:00 AM,Composite,Water,,Secchi Depth - 00069,1.1,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/17/2019,9:00:00 AM,Grab,Water,0.1,Temperature - 00011,16.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/17/2019,9:00:00 AM,Grab,Water,1,Temperature - 00011,15.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/17/2019,9:00:00 AM,Grab,Water,5.5,Temperature - 00011,15.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/25/2019,6:45:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",29.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/25/2019,6:45:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/25/2019,6:45:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/25/2019,6:45:00 AM,Grab,Water,5.5,Dissolved Oxygen - 00300,3.5,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/25/2019,6:45:00 AM,Composite,Water,,Secchi Depth - 00069,1.09,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/25/2019,6:45:00 AM,Grab,Water,0.1,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/25/2019,6:45:00 AM,Grab,Water,1,Temperature - 00011,17.0,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/25/2019,6:45:00 AM,Grab,Water,5.5,Temperature - 00011,16.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/31/2019,8:30:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",29.8,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/31/2019,8:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/31/2019,8:30:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,7.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/31/2019,8:30:00 AM,Grab,Water,5.5,Dissolved Oxygen - 00300,0.8,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/31/2019,8:30:00 AM,Composite,Water,,Secchi Depth - 00069,1.27,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/31/2019,8:30:00 AM,Grab,Water,0.1,Temperature - 00011,18.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/31/2019,8:30:00 AM,Grab,Water,1,Temperature - 00011,18.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,5/31/2019,8:30:00 AM,Grab,Water,5.5,Temperature - 00011,17.5,C,,-35.0,C,-35.0,C,URIWW,2550: Temperature of Water by Thermometer,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,Alkalinity - 00410,28.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,Chloride - 00940,56.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,5.5,Chloride - 00940,56.0,mg/l,,1.0,mg/l,1.0,mg/l,URIWW,325_M(A): Chloride in Water by Colorimetry,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",21.2,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,,,,,Trilogy,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",7.2,m,,0.1,m,0.1,m,,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,Dissolved Oxygen - 00300,8.2,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,5.5,Dissolved Oxygen - 00300,0.6,mg/l,,0.0,mg/l,0.0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,0.5,Enterococci - 31639,4.0,MPN/100,,1.0,MPN/100,1.0,MPN/100,URIWW,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.385,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,5.5,"Nitrate + Nitrite, Dissolved - 00631",0.18,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.05,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,5.5,"Nitrogen, Ammonia Dissolved as N - 00608",0.515,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.885,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,5.5,"Nitrogen, Total (unfiltered) - 00600",1.13,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,pH - 00400,7.6,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Replicate,Water,5.5,pH - 00400,6.9,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,5.5,pH - 00400,7.0,S.U.,,1.0,S.U.,1.0,S.U.,URIWW,4500-H: pH in Water,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
WW059,6/8/2019,8:30:00 AM,Grab,Water,1,"Phosphorus, Dissolved - 00666",8.0,ug/l,,4.0,ug/l,4.0,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,,,,,Warwick Pond,Ed Pacheco,,Narragansett Bay,
