Station Name,Date,Time,Sample Type,Sample Media,Depth,Parameter,Concentration,Unit,Qualifier Code,Detection Limit,Detection Limit Unit,Quantitation Level,Quantitation Level Unit,Lab Name,Analytical Method Number,Comments,Location
WW157,5/8/2015,,Grab,Water ,5,Chloride - 00940,13,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Wallum Lake
WW157,5/8/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",0.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Wallum Lake
WW157,5/8/2015,,Grab,Water ,0.1,Enterococci - 31639,0.1,MPN/100ml,U,1,MPN/100ml,1,MPN/100ml,URIWW,,,Wallum Lake
WW157,5/8/2015,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wallum Lake
WW157,5/8/2015,,Grab,Water,5,"Nitrate + Nitrite, Dissolved - 00631",0.035,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wallum Lake
WW157,5/8/2015,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wallum Lake
WW157,5/8/2015,,Grab,Water,5,"Nitrogen, Ammonia Dissolved as N - 00608",0.025,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wallum Lake
WW157,5/8/2015,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.22,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Wallum Lake
WW157,5/8/2015,,Grab,Water,5,"Nitrogen, Total (unfiltered) - 00600",0.22,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Wallum Lake
WW157,5/8/2015,,Grab,Water,1,pH - 00400,6.4,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Wallum Lake
WW157,5/8/2015,,Grab,Water,5,pH - 00400,6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Wallum Lake
WW157,5/8/2015,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wallum Lake
WW157,5/8/2015,,Grab,Water ,5,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wallum Lake
WW157,5/8/2015,,Grab,Water,1,"Phosphorus, Total - 00665",5,ug/l,,4,ug/l,4,ug/l,URIWW,,,Wallum Lake
WW157,5/8/2015,,Grab,Water,5,"Phosphorus, Total - 00665",5,ug/l,,4,ug/l,4,ug/l,URIWW,,,Wallum Lake
WW157,7/17/2015,,Grab,Water,1,Alkalinity - 00410,4.3,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Wallum Lake
WW157,7/17/2015,,Grab,Water ,0.5,Enterococci - 31639,0.1,MPN/100ml,U,1,MPN/100ml,1,MPN/100ml,URIWW,,,Wallum Lake
WW157,7/17/2015,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.0075,mg/l,U,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wallum Lake
WW157,7/17/2015,,Grab,Water,5,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Wallum Lake
WW157,7/17/2015,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.03,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wallum Lake
WW157,7/17/2015,,Grab,Water,5,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Wallum Lake
WW157,7/17/2015,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.425,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Wallum Lake
WW157,7/17/2015,,Grab,Water,5,"Nitrogen, Total (unfiltered) - 00600",0.365,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Wallum Lake
WW157,7/17/2015,,Grab,Water,1,pH - 00400,5.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Wallum Lake
WW157,7/17/2015,,Grab,Water,5,pH - 00400,6.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Wallum Lake
WW157,7/17/2015,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wallum Lake
WW157,7/17/2015,,Grab,Water ,5,"Phosphorus, Dissolved - 00666",4,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Wallum Lake
WW157,7/17/2015,,Grab,Water,1,"Phosphorus, Total - 00665",7,ug/l,,4,ug/l,4,ug/l,URIWW,,,Wallum Lake
WW157,7/17/2015,,Grab,Water,5,"Phosphorus, Total - 00665",6,ug/l,,4,ug/l,4,ug/l,URIWW,,,Wallum Lake
WW154,5/10/2015,,Grab,Water,1,Alkalinity - 00410,22,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,Run on 5/14/2015,Gorton Pond
WW154,5/10/2015,,Grab,Water ,1,Chloride - 00940,92,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Gorton Pond
WW154,5/10/2015,,Grab,Water ,10,Chloride - 00940,114,mg/l,,1,mg/l,1,mg/l,URIWW,4500-CL-(E): Chloride in Water by Colorimetry- Automated Ferricyanide Method,,Gorton Pond
WW154,5/10/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",2.9,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,5/10/2015,12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.35,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,5/10/2015,12:00:00 PM,Grab,Water,1,Dissolved Oxygen - 00300,9.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Gorton Pond
WW154,5/10/2015,,Grab,Water ,0.5,Enterococci - 31639,,MPN/100ml,N,1,MPN/100ml,1,MPN/100ml,URIWW,,Not run,Gorton Pond
WW154,5/10/2015,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.265,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Gorton Pond
WW154,5/10/2015,,Grab,Water,10,"Nitrate + Nitrite, Dissolved - 00631",0.26,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Gorton Pond
WW154,5/10/2015,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.06,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Gorton Pond
WW154,5/10/2015,,Grab,Water,10,"Nitrogen, Ammonia Dissolved as N - 00608",0.295,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Gorton Pond
WW154,5/10/2015,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.62,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Gorton Pond
WW154,5/10/2015,,Grab,Water,10,"Nitrogen, Total (unfiltered) - 00600",0.97,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Gorton Pond
WW154,5/10/2015,,Grab,Water,1,pH - 00400,7.3,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Run on 5/14/2015,Gorton Pond
WW154,5/10/2015,,Grab,Water,10,pH - 00400,7.2,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,Run on 5/14/2015,Gorton Pond
WW154,5/10/2015,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",4,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Gorton Pond
WW154,5/10/2015,,Grab,Water ,10,"Phosphorus, Dissolved - 00666",2,ug/l,U,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Gorton Pond
WW154,5/10/2015,,Grab,Water,1,"Phosphorus, Total - 00665",16,ug/l,,4,ug/l,4,ug/l,URIWW,,,Gorton Pond
WW154,5/10/2015,,Grab,Water,10,"Phosphorus, Total - 00665",19,ug/l,,4,ug/l,4,ug/l,URIWW,,,Gorton Pond
WW154,5/10/2015,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,3.3,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,5/10/2015,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,22,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/10/2015,12:00:00 PM,Grab,Water,1,Temperature - 00011,20,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/17/2015,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.35,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,5/17/2015,11:00:00 AM,Composite,Water,,Secchi Depth - 00069,3.01,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,5/17/2015,11:00:00 AM,Grab,Water,0.1,Temperature - 00011,20,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/17/2015,11:00:00 AM,Grab,Water,1,Temperature - 00011,21,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/17/2015,11:00:00 AM,Grab,Water,5,Temperature - 00011,15,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/17/2015,11:00:00 AM,Grab,Water,10,Temperature - 00011,12,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/24/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",8.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,5/24/2015,12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.35,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,5/24/2015,12:00:00 PM,Grab,Water,11,Dissolved Oxygen - 00300,3.4,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Gorton Pond
WW154,5/24/2015,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.99,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,5/24/2015,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,20,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/24/2015,12:00:00 PM,Grab,Water,1,Temperature - 00011,19,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/24/2015,12:00:00 PM,Grab,Water,10,Temperature - 00011,14,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/24/2015,12:00:00 PM,Grab,Water,11,Temperature - 00011,12,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/31/2015,10:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.35,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,5/31/2015,10:30:00 AM,Composite,Water,,Secchi Depth - 00069,2.35,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,5/31/2015,10:30:00 AM,Grab,Water,0.1,Temperature - 00011,25,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/31/2015,10:30:00 AM,Grab,Water,1,Temperature - 00011,25,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/31/2015,10:30:00 AM,Grab,Water,10,Temperature - 00011,13,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,5/31/2015,10:30:00 AM,Grab,Water,12,Temperature - 00011,12,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,6/7/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",33.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,6/7/2015,11:30:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.35,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,6/7/2015,11:30:00 AM,Grab,Water,11,Dissolved Oxygen - 00300,0,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Gorton Pond
WW154,6/7/2015,11:30:00 AM,Composite,Water,,Secchi Depth - 00069,1.51,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,6/7/2015,11:30:00 AM,Grab,Water,0.1,Temperature - 00011,21.5,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,6/7/2015,11:30:00 AM,Grab,Water,1,Temperature - 00011,21,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,6/7/2015,11:30:00 AM,Grab,Water,10,Temperature - 00011,14,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,6/7/2015,11:30:00 AM,Grab,Water,11,Temperature - 00011,13,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,6/20/2015,,Grab,Water,1,Alkalinity - 00410,23.8,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Gorton Pond
WW154,6/20/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",15.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,6/20/2015,1:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.35,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,6/20/2015,,Grab,Water ,0.5,Enterococci - 31639,0.1,MPN/100ml,U,1,MPN/100ml,1,MPN/100ml,URIWW,,,Gorton Pond
WW154,6/20/2015,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Gorton Pond
WW154,6/20/2015,,Grab,Water,11,"Nitrate + Nitrite, Dissolved - 00631",0.045,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Gorton Pond
WW154,6/20/2015,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.5,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Gorton Pond
WW154,6/20/2015,,Grab,Water,11,"Nitrogen, Ammonia Dissolved as N - 00608",1.005,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Gorton Pond
WW154,6/20/2015,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.51,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Gorton Pond
WW154,6/20/2015,,Grab,Water,11,"Nitrogen, Total (unfiltered) - 00600",1.36,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Gorton Pond
WW154,6/20/2015,,Grab,Water,1,pH - 00400,7.9,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Gorton Pond
WW154,6/20/2015,,Grab,Water,11,pH - 00400,6.6,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Gorton Pond
WW154,6/20/2015,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",17,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Gorton Pond
WW154,6/20/2015,,Grab,Water ,11,"Phosphorus, Dissolved - 00666",44,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Gorton Pond
WW154,6/20/2015,,Grab,Water,1,"Phosphorus, Total - 00665",31,ug/l,,4,ug/l,4,ug/l,URIWW,,,Gorton Pond
WW154,6/20/2015,,Grab,Water,11,"Phosphorus, Total - 00665",72,ug/l,,4,ug/l,4,ug/l,URIWW,,,Gorton Pond
WW154,6/20/2015,1:00:00 PM,Composite,Water,,Secchi Depth - 00069,2.55,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,6/20/2015,1:00:00 PM,Grab,Water,0.1,Temperature - 00011,23,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,7/12/2015,11:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.35,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,7/12/2015,11:00:00 AM,Composite,Water,,Secchi Depth - 00069,3.26,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,7/12/2015,11:00:00 AM,Grab,Water,0.1,Temperature - 00011,28,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,7/12/2015,11:00:00 AM,Grab,Water,1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,7/16/2015,,Grab,Water,1,Alkalinity - 00410,22.1,mg/l,,0.1,mg/l,0.1,mg/l,URIWW,2320: Alkalinity in Water by Titration,,Gorton Pond
WW154,7/16/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.4,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,7/16/2015,10:00:00 AM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.8,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,7/16/2015,10:00:00 AM,Grab,Water,11,Dissolved Oxygen - 00300,0,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Gorton Pond
WW154,7/16/2015,,Grab,Water ,0.5,Enterococci - 31639,12,MPN/100ml,,1,MPN/100ml,1,MPN/100ml,URIWW,,,Gorton Pond
WW154,7/16/2015,,Grab,Water,1,"Nitrate + Nitrite, Dissolved - 00631",0.015,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Gorton Pond
WW154,7/16/2015,,Grab,Water,11,"Nitrate + Nitrite, Dissolved - 00631",0.02,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NO3(F): Nitrate in Water- Automated Cadmium Reduction,,Gorton Pond
WW154,7/16/2015,,Grab,Water,1,"Nitrogen, Ammonia Dissolved as N - 00608",0.055,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Gorton Pond
WW154,7/16/2015,,Grab,Water,11,"Nitrogen, Ammonia Dissolved as N - 00608",1.32,mg/l,,0.015,mg/l,0.015,mg/l,URIWW,4500-NH3(G): Ammonia in Water Using Automated Phenate Method,,Gorton Pond
WW154,7/16/2015,,Grab,Water,1,"Nitrogen, Total (unfiltered) - 00600",0.445,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Gorton Pond
WW154,7/16/2015,,Grab,Water,11,"Nitrogen, Total (unfiltered) - 00600",1.915,mg/l,,0.02,mg/l,0.02,mg/l,URIWW,,,Gorton Pond
WW154,7/16/2015,,Grab,Water,1,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Gorton Pond
WW154,7/16/2015,,Grab,Water,11,pH - 00400,6.5,S.U.,,1,S.U.,1,S.U.,URIWW,4500-H: pH in Water,,Gorton Pond
WW154,7/16/2015,,Grab,Water ,1,"Phosphorus, Dissolved - 00666",10,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Gorton Pond
WW154,7/16/2015,,Grab,Water ,11,"Phosphorus, Dissolved - 00666",76,ug/l,,4,ug/l,4,ug/l,URIWW,4500-P-F: Phosphorus in Water by Colorimetry- Automated Ascorbic Acid Method,,Gorton Pond
WW154,7/16/2015,,Grab,Water,1,"Phosphorus, Total - 00665",18,ug/l,,4,ug/l,4,ug/l,URIWW,,,Gorton Pond
WW154,7/16/2015,,Grab,Water,11,"Phosphorus, Total - 00665",137,ug/l,,4,ug/l,4,ug/l,URIWW,,,Gorton Pond
WW154,7/16/2015,10:00:00 AM,Composite,Water,,Secchi Depth - 00069,3,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,7/16/2015,10:00:00 AM,Grab,Water,0.1,Temperature - 00011,28,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,7/16/2015,10:00:00 AM,Grab,Water,1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,7/16/2015,10:00:00 AM,Grab,Water,11,Temperature - 00011,19,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,8/1/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.5,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,8/7/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",6.6,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,8/7/2015,12:30:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",11.7,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,8/7/2015,12:30:00 PM,Grab,Water,10,Dissolved Oxygen - 00300,0,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Gorton Pond
WW154,8/7/2015,12:30:00 PM,Composite,Water,,Secchi Depth - 00069,2.93,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,8/7/2015,12:30:00 PM,Grab,Water,0.1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,8/7/2015,12:30:00 PM,Grab,Water,1,Temperature - 00011,26,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,8/7/2015,12:30:00 PM,Grab,Water,10,Temperature - 00011,18,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,8/15/2015,12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.3,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,8/15/2015,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,3.58,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,8/15/2015,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,8/22/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",7.1,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,8/22/2015,12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",9.2,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,8/22/2015,12:00:00 PM,Grab,Water,8,Dissolved Oxygen - 00300,0,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Gorton Pond
WW154,8/22/2015,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,3.64,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,8/22/2015,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,28,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,8/22/2015,12:00:00 PM,Grab,Water,1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,8/22/2015,12:00:00 PM,Grab,Water,8,Temperature - 00011,18,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,8/29/2015,12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.3,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,8/29/2015,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,3.55,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,8/29/2015,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,27,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,9/5/2015,,Grab,Water,1,"Chlorophyll a, water, fluorometric method, corrected for pheophytin - 32209",4.3,ug/l,,0.1,ug/l,0.1,ug/l,URIWW,445: In-Vitro Determination of Chlorophyll,Trilogy,Gorton Pond
WW154,9/5/2015,12:00:00 PM,Composite,Water,,"Depth to bottom from water surface at sampling location, meters - 82903",12.4,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,9/5/2015,12:00:00 PM,Grab,Water,11,Dissolved Oxygen - 00300,2.3,mg/l,,0,mg/l,0,mg/l,URIWW,4500-O-C: Total Dissolved Oxygen by Titration- Azide Modification,,Gorton Pond
WW154,9/5/2015,12:00:00 PM,Composite,Water,,Secchi Depth - 00069,3.43,m,,0.1,m,0.1,m,,,,Gorton Pond
WW154,9/5/2015,12:00:00 PM,Grab,Water,0.1,Temperature - 00011,26,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
WW154,9/5/2015,12:00:00 PM,Grab,Water,1,Temperature - 00011,26,C,,-35,C,-35,C,URIWW,2550: Temperature of Water by Thermometer,,Gorton Pond
